PID,BIAS,RELATEDNESS,REPS,POSITION,CUE,DomRel,DomUnrel,SubRel,SubUnrel,ANSWER,MS,TICS,MS.3.STDEV,IQR,,PID,MEAN,STDEV,MIN,MAX,MEDIAN,IQR,Min,Max,CountCorrect
27,filler,unrelated,long,125,DITCH,DITCH -- SHEETS,,,,C,1656.00,100,1656.00,1656,,,,,,,,,,,
27,filler,unrelated,long,129,COSTUME,COSTUME -- EXERCISE,,,,C,1658.00,100,1658.00,1658,,,,,,,,,,,
27,filler,unrelated,long,114,FRAME,FRAME -- SHORT,,,,C,1697.00,101,1697.00,1697,,,,,,,,,,,
27,filler,unrelated,long,49,BASKET,BASKET -- SMART,,,,C,1713.00,103,1713.00,1713,,,,,,,,,,,
27,filler,unrelated,long,48,LIME,LIME -- WING,,,,C,2011.00,121,2011.00,2011,,,,,,,,,,,
27,filler,unrelated,long,71,STEEL,STEEL -- FAST,,,,C,2043.00,123,2043.00,2043,,,,,,,,,,,
27,filler,unrelated,long,21,SURPLUS,SURPLUS -- LANDING,,,,C,2259.00,135,2259.00,2259,,,,,,,,,,,
27,filler,unrelated,long,100,SAIL,SAIL -- LEASE,,,,C,3209.00,192,3209.00,,,,,,,,,,,,
27,filler,unrelated,short,130,LOCATION,LOCATION -- LUNCH,,,,C,846.00,51,846.00,846,,,,,,,,,,,
27,filler,unrelated,short,115,LAWYER,LAWYER -- AIRPLANE,,,,C,1039.00,63,1039.00,1039,,,,,,,,,,,
27,filler,unrelated,short,27,STRAIN,STRAIN -- SONG,,,,C,1209.00,72,1209.00,1209,,,,,,,,,,,
27,filler,unrelated,short,131,FELLOW,FELLOW -- RUB,,,,C,1229.00,74,1229.00,1229,,,,,,,,,,,
27,filler,unrelated,short,3,CREST,CREST -- CAT,,,,C,1302.00,79,1302.00,1302,,,,,,,,,,,
27,filler,unrelated,short,127,RAIN,RAIN -- MONEY,,,,C,1368.00,82,1368.00,1368,,,,,,,,,,,
27,filler,unrelated,short,29,JURY,JURY -- KISS,,,,C,1437.00,86,1437.00,1437,,,,,,,,,,,
27,filler,unrelated,short,23,MARGIN,MARGIN -- MEDICINE,,,,C,1671.00,101,1671.00,1671,,,,,,,,,,,
27,filler,unrelated,short,36,BED,BED -- EGG,,,,C,1758.00,106,1758.00,1758,,,,,,,,,,,
27,filler,unrelated,short,89,DEBUT,DEBUT -- STRETCH,,,,C,1839.00,110,1839.00,1839,,,,,,,,,,,
27,filler,unrelated,short,126,MASON,MASON -- KNEE,,,,C,2006.00,121,2006.00,2006,,,,,,,,,,,
27,filler,unrelated,short,64,APPLAUSE,APPLAUSE -- RIFLE,,,,C,2030.00,122,2030.00,2030,,,,,,,,,,,
27,filler,unrelated,short,81,LAMP,LAMP -- FORTUNE,,,,C,2221.00,133,2221.00,2221,,,,,,,,,,,
27,filler,unrelated,short,44,SPONSOR,SPONSOR -- POET,,,,C,2335.00,140,2335.00,2335,,,,,,,,,,,
27,filler,unrelated,short,30,COIN,COIN -- DETAIL,,,,C,3318.00,199,3318.00,,,,,,,,,,,,
27,subordinate,related,long,61,DEGREE,DEGREE -- COLLEGE,DEGREE -- WEDDING,DEGREE -- TEMPERATURE,DEGREE -- DESCRIPTION,M,1281.00,77,1281.00,1281,,,,,,,,,,,
27,subordinate,related,long,123,SCALE,SCALE -- HEAVY,SCALE -- TEETH,SCALE -- FISH,SCALE -- COPS,M,1459.00,88,1459.00,1459,,,,,,,,,,,
27,subordinate,related,long,51,STAFF,STAFF -- WORK,STAFF -- NAME,STAFF -- STICK,STAFF -- FLOOR,C,1482.00,89,1482.00,1482,,,,,,,,,,,
27,subordinate,related,long,113,GAS,GAS -- PETROLEUM,GAS -- HOUSEWORK,GAS -- SOLID,GAS -- PURSE,C,2378.00,143,2378.00,2378,,,,,,,,,,,
27,subordinate,related,long,84,RACKET,RACKET -- TENNIS,RACKET -- RUBBER,RACKET -- NOISE,RACKET -- MODEL,M,2968.00,178,2968.00,,,,,,,,,,,,
27,subordinate,related,long,88,BANK,BANK -- VAULT,BANK -- BACON,BANK -- RIVER,BANK -- QUEEN,C,3026.00,182,3026.00,,,,,,,,,,,,
27,subordinate,related,long,102,CLOG,CLOG -- DRAIN,CLOG -- LASER,CLOG -- SHOE,CLOG -- FARM,M,3394.00,204,3394.00,,,,,,,,,,,,
27,subordinate,related,long,73,HORN,HORN -- TRUMPET,HORN -- CHIMNEY,HORN -- ANTLER,HORN -- VANDAL,M,3586.00,215,3586.00,,,,,,,,,,,,
27,subordinate,related,long,56,CLUB,CLUB -- PEOPLE,CLUB -- MINUTE,CLUB -- WOOD,CLUB -- WIRE,C,4147.00,249,,,,,,,,,,,,,
27,subordinate,related,short,26,MARBLE,MARBLE -- STONE,MARBLE -- GUEST,MARBLE -- ROUND,MARBLE -- BOOKS,M,925.00,55,925.00,925,,,,,,,,,,,
27,subordinate,related,short,12,FAN,FAN -- AIR,FAN -- WAR,FAN -- SPORTS,FAN -- CLOSET,M,998.00,60,998.00,998,,,,,,,,,,,
27,subordinate,related,short,13,JOINT,JOINT -- ELBOW,JOINT -- MINES,JOINT -- MARIJUANA,JOINT -- ORCHESTRA,M,1048.00,63,1048.00,1048,,,,,,,,,,,
27,subordinate,related,short,122,SHOWER,SHOWER -- BATH,SHOWER -- LIPS,SHOWER -- RAIN,SHOWER -- RISK,M,1053.00,64,1053.00,1053,,,,,,,,,,,
27,subordinate,related,short,50,YARN,YARN -- WOOL,YARN -- FERN,YARN -- STORY,YARN -- HANDS,C,1303.00,79,1303.00,1303,,,,,,,,,,,
27,subordinate,related,short,38,STRAW,STRAW -- HAY,STRAW -- DOT,STRAW -- DRINK,STRAW -- DEATH,M,1381.00,83,1381.00,1381,,,,,,,,,,,
27,subordinate,related,short,109,SEAL,SEAL -- ANIMAL,SEAL -- BRIDGE,SEAL -- ENVELOPE,SEAL -- DYNAMITE,M,2359.00,142,2359.00,2359,,,,,,,,,,,
27,subordinate,related,short,77,BALL,BALL -- BOUNCE,BALL -- RANSOM,BALL -- DANCE,BALL -- SENSE,M,3461.00,207,3461.00,,,,,,,,,,,,
27,subordinate,related,short,72,COAT,COAT -- JACKET,COAT -- ENERGY,COAT -- PAINT,COAT -- GHOST,M,3477.00,208,3477.00,,,,,,,,,,,,
27,subordinate,unrelated,long,19,GRADE,GRADE -- EVALUATION,GRADE -- MICROPHONE,GRADE -- INCLINE,GRADE -- ICICLES,C,824.00,49,824.00,824,,,,,,,,,,,
27,subordinate,unrelated,long,68,DECK,DECK -- HOUSE,DECK -- WORLD,DECK -- CARDS,DECK -- ENEMY,C,1139.00,69,1139.00,1139,,,,,,,,,,,
27,subordinate,unrelated,long,70,DIGIT,DIGIT -- NUMBER,DIGIT -- DOCTOR,DIGIT -- FINGER,DIGIT -- MARKET,C,1585.00,95,1585.00,1585,,,,,,,,,,,
27,subordinate,unrelated,long,76,KID,KID -- CHILD,KID -- STATE,KID -- GOAT,KID -- DICE,C,1731.00,104,1731.00,1731,,,,,,,,,,,
27,subordinate,unrelated,long,65,DOUGH,DOUGH -- BREAD,DOUGH -- PLANT,DOUGH -- MONEY,DOUGH -- YEARS,C,1866.00,112,1866.00,1866,,,,,,,,,,,
27,subordinate,unrelated,long,53,LETTER,LETTER -- MAIL,LETTER -- LAKE,LETTER -- ALPHABET,LETTER -- SEDATIVE,C,1882.00,113,1882.00,1882,,,,,,,,,,,
27,subordinate,unrelated,long,62,BOLT,BOLT -- SCREW,BOLT -- CROWD,BOLT -- LIGHTNING,BOLT -- TESTIMONY,C,2002.00,120,2002.00,2002,,,,,,,,,,,
27,subordinate,unrelated,long,98,DIAMOND,DIAMOND -- GEM,DIAMOND -- RIM,DIAMOND -- BASEBALL,DIAMOND -- UNIVERSE,C,2216.00,133,2216.00,2216,,,,,,,,,,,
27,subordinate,unrelated,long,111,BAR,BAR -- ALCOHOL,BAR -- NETWORK,BAR -- JAIL,BAR -- FILM,C,3384.00,203,3384.00,,,,,,,,,,,,
27,subordinate,unrelated,short,14,CRUST,CRUST -- PIE,CRUST -- RAT,CRUST -- EARTH,CRUST -- HOTEL,C,757.00,45,757.00,757,,,,,,,,,,,
27,subordinate,unrelated,short,15,PITCH,PITCH -- CATCH,PITCH -- HUMAN,PITCH -- TONE,PITCH -- FUEL,C,1120.00,67,1120.00,1120,,,,,,,,,,,
27,subordinate,unrelated,short,18,LOG,LOG -- CABIN,LOG -- RADAR,LOG -- JOURNAL,LOG -- CORONER,C,1246.00,75,1246.00,1246,,,,,,,,,,,
27,subordinate,unrelated,short,80,LIMB,LIMB -- ARM,LIMB -- CAT,LIMB -- BRANCH,LIMB -- PISTOL,C,1662.00,100,1662.00,1662,,,,,,,,,,,
27,subordinate,unrelated,short,60,BEEF,BEEF -- STEAK,BEEF -- ALLEY,BEEF -- COMPLAINT,BEEF -- PRIVILEGE,C,1663.00,100,1663.00,1663,,,,,,,,,,,
27,subordinate,unrelated,short,101,CHEST,CHEST -- BREAST,CHEST -- LADDER,CHEST -- TREASURE,CHEST -- HOMEWORK,C,1750.00,105,1750.00,1750,,,,,,,,,,,
27,subordinate,unrelated,short,43,BILL,BILL -- CHECK,BILL -- WOMAN,BILL -- LAW,BILL -- LIE,C,2174.00,131,2174.00,2174,,,,,,,,,,,
27,subordinate,unrelated,short,124,PIT,PIT -- HOLE,PIT -- WINE,PIT -- CHERRY,PIT -- PUPPY,C,2792.00,167,2792.00,2792,,,,,,,,,,,
27,subordinate,unrelated,short,85,SENTENCE,SENTENCE -- PARAGRAPH,SENTENCE -- MUSHROOMS,SENTENCE -- JUDGMENT,SENTENCE -- QUARTERS,C,3265.00,196,3265.00,,,,,,,,,,,,
28,dominant,related,long,113,PEN,PEN -- PENCIL,PEN -- SPIDER,PEN -- CAGE,PEN -- LOAN,M,675.00,41,675.00,675,,,,,,,,,,,
28,dominant,related,long,115,BULB,BULB -- LAMP,BULB -- PIGS,BULB -- FLOWER,BULB -- SCREEN,M,1148.00,69,1148.00,1148,,,,,,,,,,,
28,dominant,related,long,21,PLOT,PLOT -- NOVEL,PLOT -- TAXES,PLOT -- LAND,PLOT -- SONG,M,1179.00,71,1179.00,1179,,,,,,,,,,,
28,dominant,related,long,101,POWER,POWER -- STRENGTH,POWER -- STOMACH,POWER -- ELECTRICITY,POWER -- PHOTOGRAPH,M,1218.00,73,1218.00,1218,,,,,,,,,,,
28,dominant,related,long,100,ARMS,ARMS -- BODY,ARMS -- WISH,ARMS -- WEAPONS,ARMS -- NUMBERS,M,1283.00,77,1283.00,1283,,,,,,,,,,,
28,dominant,related,long,50,TRUNK,TRUNK -- CAR,TRUNK -- DAD,TRUNK -- ELEPHANT,TRUNK -- ROOMMATE,M,1428.00,86,1428.00,1428,,,,,,,,,,,
28,dominant,related,long,28,CYCLE,CYCLE -- BIKE,CYCLE -- SOUP,CYCLE -- REPETITION,CYCLE -- RHEUMATISM,M,1572.00,94,1572.00,1572,,,,,,,,,,,
28,dominant,related,long,19,YARD,YARD -- FENCE,YARD -- BOXES,YARD -- MILE,YARD -- CURE,M,1724.00,103,1724.00,1724,,,,,,,,,,,
28,dominant,related,long,106,CABINET,CABINET -- KITCHEN,CABINET -- TEACHER,CABINET -- MINISTRY,CABINET -- DISEASES,M,1971.00,119,1971.00,1971,,,,,,,,,,,
28,dominant,related,short,51,NUT,NUT -- ALMOND,NUT -- STAPLE,NUT -- CRAZY,NUT -- HEART,M,679.00,41,679.00,679,,,,,,,,,,,
28,dominant,related,short,78,GRAIN,GRAIN -- WHEAT,GRAIN -- DISCO,GRAIN -- SAND,GRAIN -- PUNK,M,768.00,46,768.00,768,,,,,,,,,,,
28,dominant,related,short,48,NAIL,NAIL -- HAMMER,NAIL -- SAILOR,NAIL -- POLISH,NAIL -- KIDNEY,M,791.00,47,791.00,791,,,,,,,,,,,
28,dominant,related,short,67,BEAM,BEAM -- LIGHT,BEAM -- ORDER,BEAM -- BALANCE,BEAM -- WHISTLE,M,791.00,48,791.00,791,,,,,,,,,,,
28,dominant,related,short,118,GAME,GAME -- FOOTBALL,GAME -- CRIMINAL,GAME -- HUNT,GAME -- WIRE,M,807.00,48,807.00,807,,,,,,,,,,,
28,dominant,related,short,15,CABLE,CABLE -- TELEVISION,CABLE -- RESTAURANT,CABLE -- CORD,CABLE -- MULE,M,1159.00,70,1159.00,1159,,,,,,,,,,,
28,dominant,related,short,24,TEMPLE,TEMPLE -- CHURCH,TEMPLE -- GROUND,TEMPLE -- FOREHEAD,TEMPLE -- UNIFORM,M,1256.00,75,1256.00,1256,,,,,,,,,,,
28,dominant,related,short,110,CANE,CANE -- ELDERLY,CANE -- GARDENS,CANE -- SUGAR,CANE -- VIDEO,M,1302.00,78,1302.00,1302,,,,,,,,,,,
28,dominant,related,short,95,GREEN,GREEN -- GRASS,GREEN -- FAIRY,GREEN -- GOLF,GREEN -- DATA,M,1375.00,82,1375.00,1375,,,,,,,,,,,
28,dominant,unrelated,long,62,SHOWER,SHOWER -- BATH,SHOWER -- LIPS,SHOWER -- RAIN,SHOWER -- RISK,C,1052.00,63,1052.00,1052,,,,,,,,,,,
28,dominant,unrelated,long,74,COAT,COAT -- JACKET,COAT -- ENERGY,COAT -- PAINT,COAT -- GHOST,C,1305.00,78,1305.00,1305,,,,,,,,,,,
28,dominant,unrelated,long,98,SEAL,SEAL -- ANIMAL,SEAL -- BRIDGE,SEAL -- ENVELOPE,SEAL -- DYNAMITE,C,1315.00,79,1315.00,1315,,,,,,,,,,,
28,dominant,unrelated,long,119,MARBLE,MARBLE -- STONE,MARBLE -- GUEST,MARBLE -- ROUND,MARBLE -- BOOKS,C,1348.00,81,1348.00,1348,,,,,,,,,,,
28,dominant,unrelated,long,76,BALL,BALL -- BOUNCE,BALL -- RANSOM,BALL -- DANCE,BALL -- SENSE,C,1490.00,90,1490.00,1490,,,,,,,,,,,
28,dominant,unrelated,long,121,STRAW,STRAW -- HAY,STRAW -- DOT,STRAW -- DRINK,STRAW -- DEATH,C,1740.00,104,1740.00,1740,,,,,,,,,,,
28,dominant,unrelated,long,56,FAN,FAN -- AIR,FAN -- WAR,FAN -- SPORTS,FAN -- CLOSET,C,1812.00,109,1812.00,1812,,,,,,,,,,,
28,dominant,unrelated,long,9,JOINT,JOINT -- ELBOW,JOINT -- MINES,JOINT -- MARIJUANA,JOINT -- ORCHESTRA,C,2083.00,125,2083.00,2083,,,,,,,,,,,
28,dominant,unrelated,long,83,YARN,YARN -- WOOL,YARN -- FERN,YARN -- STORY,YARN -- HANDS,C,2225.00,134,2225.00,2225,,,,,,,,,,,
28,dominant,unrelated,short,97,PALM,PALM -- HAND,PALM -- DOOR,PALM -- TREE,PALM -- SUIT,C,936.00,56,936.00,936,,,,,,,,,,,
28,dominant,unrelated,short,92,BATTERY,BATTERY -- ACID,BATTERY -- MENU,BATTERY -- ASSAULT,BATTERY -- COOKIES,C,943.00,57,943.00,943,,,,,,,,,,,
28,dominant,unrelated,short,111,CALF,CALF -- COW,CALF -- BAY,CALF -- LEG,CALF -- TEA,C,1248.00,75,1248.00,1248,,,,,,,,,,,
28,dominant,unrelated,short,89,FAULT,FAULT -- BLAME,FAULT -- PANTS,FAULT -- EARTHQUAKE,FAULT -- LABORATORY,C,1255.00,75,1255.00,1255,,,,,,,,,,,
28,dominant,unrelated,short,82,POOL,POOL -- WATER,POOL -- PHONE,POOL -- BILLIARDS,POOL -- PORCUPINE,C,1401.00,84,1401.00,1401,,,,,,,,,,,
28,dominant,unrelated,short,53,RULER,RULER -- MEAURE,RULER -- CANDLES,RULER -- KING,RULER -- SIGN,C,1534.00,92,1534.00,1534,,,,,,,,,,,
28,dominant,unrelated,short,8,HABIT,HABIT -- CUSTOM,HABIT -- GALAXY,HABIT -- NUN,HABIT -- JAW,C,1711.00,103,1711.00,1711,,,,,,,,,,,
28,dominant,unrelated,short,20,FOOT,FOOT -- TOE,FOOT -- NAP,FOOT -- INCH,FOOT -- CLAY,C,2158.00,129,2158.00,2158,,,,,,,,,,,
28,dominant,unrelated,short,16,TIP,TIP -- GRATUITY,TIP -- SINKHOLE,TIP -- POINT,TIP -- PARTY,C,2360.00,142,2360.00,2360,,,,,,,,,,,
28,filler,related,long,26,ASTRONOMY,ASTRONOMY -- STAR,,,,M,836.00,50,836.00,836,,,,,,,,,,,
28,filler,related,long,122,LOAF,LOAF -- BREAD,,,,M,860.00,52,860.00,860,,,,,,,,,,,
28,filler,related,long,127,FEATHERS,FEATHERS -- BIRD,,,,M,891.00,53,891.00,891,,,,,,,,,,,
28,filler,related,long,46,ATLAS,ATLAS -- MAP,,,,M,921.00,56,921.00,921,,,,,,,,,,,
28,filler,related,long,132,LENS,LENS -- GLASSES,,,,M,924.00,55,924.00,924,,,,,,,,,,,
28,filler,related,long,114,UNHAPPY,UNHAPPY -- SAD,,,,M,931.00,56,931.00,931,,,,,,,,,,,
28,filler,related,long,44,REFLECT,REFLECT -- MIRROR,,,,M,938.00,56,938.00,938,,,,,,,,,,,
28,filler,related,long,129,ATOM,ATOM -- BOMB,,,,M,1084.00,65,1084.00,1084,,,,,,,,,,,
28,filler,related,long,128,GROVE,GROVE -- ORANGE,,,,C,1114.00,67,1114.00,1114,,,,,,,,,,,
28,filler,related,long,126,JOURNEY,JOURNEY -- TRIP,,,,M,1275.00,77,1275.00,1275,,,,,,,,,,,
28,filler,related,long,7,INJURY,INJURY -- HURT,,,,M,1283.00,77,1283.00,1283,,,,,,,,,,,
28,filler,related,long,38,FORGIVE,FORGIVE -- FORGET,,,,M,1587.00,96,1587.00,1587,,,,,,,,,,,
28,filler,related,long,6,SHORE,SHORE -- BEACH,,,,M,1626.00,98,1626.00,1626,,,,,,,,,,,
28,filler,related,long,70,ROW,ROW -- BOAT,,,,M,1963.00,118,1963.00,1963,,,,,,,,,,,
28,filler,related,long,2,BITTER,BITTER -- SWEET,,,,M,9467.00,568,,,,,,,,,,,,,
28,filler,related,short,54,BUZZ,BUZZ -- BEE,,,,M,686.00,42,686.00,686,,,,,,,,,,,
28,filler,related,short,40,CAVITY,CAVITY -- TOOTH,,,,M,735.00,44,735.00,735,,,,,,,,,,,
28,filler,related,short,112,MINTS,MINTS -- CANDY,,,,M,799.00,48,799.00,799,,,,,,,,,,,
28,filler,related,short,47,EASY,EASY -- HARD,,,,M,880.00,53,880.00,880,,,,,,,,,,,
28,filler,related,short,117,PASTURE,PASTURE -- GRAZE,,,,M,1023.00,61,1023.00,1023,,,,,,,,,,,
28,filler,related,short,124,BOULDER,BOULDER -- ROCK,,,,M,1129.00,68,1129.00,1129,,,,,,,,,,,
28,filler,related,short,35,FOREST,FOREST -- TREE,,,,M,1135.00,68,1135.00,1135,,,,,,,,,,,
28,filler,related,short,73,SOLE,SOLE -- SHOES,,,,M,1152.00,69,1152.00,1152,,,,,,,,,,,
28,filler,related,short,57,DISLIKE,DISLIKE -- HATE,,,,M,1344.00,81,1344.00,1344,,,,,,,,,,,
28,filler,related,short,61,FLESH,FLESH -- SKIN,,,,M,1399.00,84,1399.00,1399,,,,,,,,,,,
28,filler,related,short,33,CONTACT,CONTACT -- TOUCH,,,,C,1447.00,87,1447.00,1447,,,,,,,,,,,
28,filler,related,short,85,STORY,STORY -- BOOK,,,,M,1479.00,88,1479.00,1479,,,,,,,,,,,
28,filler,related,short,45,SPARE,SPARE -- TIRE,,,,M,1488.00,89,1488.00,1488,,,,,,,,,,,
28,filler,related,short,105,WEARY,WEARY -- TIRED,,,,M,2095.00,126,2095.00,2095,,,,,,,,,,,
28,filler,related,short,1,CONCLUDE,CONCLUDE -- END,,,,M,3080.00,185,3080.00,,,,,,,,,,,,
28,filler,unrelated,long,75,ARMY,ARMY -- QUESTION,,,,C,1030.00,62,1030.00,1030,,,,,,,,,,,
28,filler,unrelated,long,23,BASKET,BASKET -- SMART,,,,C,1172.00,70,1172.00,1172,,,,,,,,,,,
28,filler,unrelated,long,125,MASON,MASON -- KNEE,,,,C,1210.00,72,1210.00,1210,,,,,,,,,,,
28,filler,unrelated,long,25,BED,BED -- EGG,,,,M,1252.00,75,1252.00,1252,,,,,,,,,,,
28,filler,unrelated,long,34,TREND,TREND -- OCEAN,,,,C,1321.00,79,1321.00,1321,,,,,,,,,,,
28,filler,unrelated,long,13,RAIN,RAIN -- MONEY,,,,C,1344.00,81,1344.00,1344,,,,,,,,,,,
28,filler,unrelated,long,72,GRAPH,GRAPH -- CROSS,,,,C,1347.00,81,1347.00,1347,,,,,,,,,,,
28,filler,unrelated,long,12,JURY,JURY -- KISS,,,,C,1500.00,90,1500.00,1500,,,,,,,,,,,
28,filler,unrelated,long,4,LAWYER,LAWYER -- AIRPLANE,,,,C,1530.00,91,1530.00,1530,,,,,,,,,,,
28,filler,unrelated,long,64,DEBUT,DEBUT -- STRETCH,,,,C,1588.00,95,1588.00,1588,,,,,,,,,,,
28,filler,unrelated,long,10,SURPLUS,SURPLUS -- LANDING,,,,C,1860.00,112,1860.00,1860,,,,,,,,,,,
28,filler,unrelated,long,130,APPLAUSE,APPLAUSE -- RIFLE,,,,C,2085.00,125,2085.00,2085,,,,,,,,,,,
28,filler,unrelated,long,31,FELLOW,FELLOW -- RUB,,,,C,2644.00,158,2644.00,,,,,,,,,,,,
28,filler,unrelated,long,94,SPONSOR,SPONSOR -- POET,,,,C,2723.00,163,2723.00,,,,,,,,,,,,
28,filler,unrelated,long,3,STRAIN,STRAIN -- SONG,,,,C,2971.00,179,2971.00,,,,,,,,,,,,
28,filler,unrelated,short,108,LIME,LIME -- WING,,,,C,943.00,57,943.00,943,,,,,,,,,,,
28,filler,unrelated,short,17,WARRANT,WARRANT -- SICK,,,,C,1025.00,61,1025.00,1025,,,,,,,,,,,
28,filler,unrelated,short,60,DITCH,DITCH -- SHEETS,,,,C,1184.00,71,1184.00,1184,,,,,,,,,,,
28,filler,unrelated,short,32,UNCLE,UNCLE -- GIRAFFE,,,,C,1199.00,72,1199.00,1199,,,,,,,,,,,
28,filler,unrelated,short,102,MARGIN,MARGIN -- MEDICINE,,,,C,1237.00,74,1237.00,1237,,,,,,,,,,,
28,filler,unrelated,short,27,CREST,CREST -- CAT,,,,C,1295.00,77,1295.00,1295,,,,,,,,,,,
28,filler,unrelated,short,65,STEEL,STEEL -- FAST,,,,C,1335.00,80,1335.00,1335,,,,,,,,,,,
28,filler,unrelated,short,87,COIN,COIN -- DETAIL,,,,C,1376.00,82,1376.00,1376,,,,,,,,,,,
28,filler,unrelated,short,43,PENALTY,PENALTY -- GUITAR,,,,C,2072.00,124,2072.00,2072,,,,,,,,,,,
28,filler,unrelated,short,37,SAIL,SAIL -- LEASE,,,,C,2646.00,159,2646.00,,,,,,,,,,,,
28,filler,unrelated,short,52,FRAME,FRAME -- SHORT,,,,C,2648.00,159,2648.00,,,,,,,,,,,,
28,filler,unrelated,short,84,COSTUME,COSTUME -- EXERCISE,,,,C,2841.00,171,2841.00,,,,,,,,,,,,
28,filler,unrelated,short,11,LOCATION,LOCATION -- LUNCH,,,,C,2918.00,175,2918.00,,,,,,,,,,,,
28,filler,unrelated,short,5,MORTAL,MORTAL -- FLAG,,,,C,3784.00,227,3784.00,,,,,,,,,,,,
28,filler,unrelated,short,131,LAMP,LAMP -- FORTUNE,,,,C,4414.00,265,4414.00,,,,,,,,,,,,
28,subordinate,related,long,107,PITCH,PITCH -- CATCH,PITCH -- HUMAN,PITCH -- TONE,PITCH -- FUEL,M,851.00,51,851.00,851,,,,,,,,,,,
28,subordinate,related,long,88,BEEF,BEEF -- STEAK,BEEF -- ALLEY,BEEF -- COMPLAINT,BEEF -- PRIVILEGE,C,1059.00,64,1059.00,1059,,,,,,,,,,,
28,subordinate,related,long,120,BILL,BILL -- CHECK,BILL -- WOMAN,BILL -- LAW,BILL -- LIE,C,1122.00,67,1122.00,1122,,,,,,,,,,,
28,subordinate,related,long,93,PIT,PIT -- HOLE,PIT -- WINE,PIT -- CHERRY,PIT -- PUPPY,M,1337.00,80,1337.00,1337,,,,,,,,,,,
28,subordinate,related,long,80,CHEST,CHEST -- BREAST,CHEST -- LADDER,CHEST -- TREASURE,CHEST -- HOMEWORK,M,1412.00,84,1412.00,1412,,,,,,,,,,,
28,subordinate,related,long,91,CRUST,CRUST -- PIE,CRUST -- RAT,CRUST -- EARTH,CRUST -- HOTEL,M,1425.00,85,1425.00,1425,,,,,,,,,,,
28,subordinate,related,long,18,LOG,LOG -- CABIN,LOG -- RADAR,LOG -- JOURNAL,LOG -- CORONER,M,1700.00,102,1700.00,1700,,,,,,,,,,,
28,subordinate,related,long,123,SENTENCE,SENTENCE -- PARAGRAPH,SENTENCE -- MUSHROOMS,SENTENCE -- JUDGMENT,SENTENCE -- QUARTERS,M,2138.00,129,2138.00,2138,,,,,,,,,,,
28,subordinate,related,long,77,LIMB,LIMB -- ARM,LIMB -- CAT,LIMB -- BRANCH,LIMB -- PISTOL,M,4995.00,299,,,,,,,,,,,,,
28,subordinate,related,short,109,HORN,HORN -- TRUMPET,HORN -- CHIMNEY,HORN -- ANTLER,HORN -- VANDAL,M,823.00,49,823.00,823,,,,,,,,,,,
28,subordinate,related,short,103,RACKET,RACKET -- TENNIS,RACKET -- RUBBER,RACKET -- NOISE,RACKET -- MODEL,M,894.00,54,894.00,894,,,,,,,,,,,
28,subordinate,related,short,49,STAFF,STAFF -- WORK,STAFF -- NAME,STAFF -- STICK,STAFF -- FLOOR,M,1168.00,70,1168.00,1168,,,,,,,,,,,
28,subordinate,related,short,42,SCALE,SCALE -- HEAVY,SCALE -- TEETH,SCALE -- FISH,SCALE -- COPS,C,1312.00,78,1312.00,1312,,,,,,,,,,,
28,subordinate,related,short,39,DEGREE,DEGREE -- COLLEGE,DEGREE -- WEDDING,DEGREE -- TEMPERATURE,DEGREE -- DESCRIPTION,M,1326.00,80,1326.00,1326,,,,,,,,,,,
28,subordinate,related,short,14,CLOG,CLOG -- DRAIN,CLOG -- LASER,CLOG -- SHOE,CLOG -- FARM,C,1776.00,106,1776.00,1776,,,,,,,,,,,
28,subordinate,related,short,29,BANK,BANK -- VAULT,BANK -- BACON,BANK -- RIVER,BANK -- QUEEN,M,1856.00,111,1856.00,1856,,,,,,,,,,,
28,subordinate,related,short,30,CLUB,CLUB -- PEOPLE,CLUB -- MINUTE,CLUB -- WOOD,CLUB -- WIRE,C,2230.00,134,2230.00,2230,,,,,,,,,,,
28,subordinate,related,short,36,GAS,GAS -- PETROLEUM,GAS -- HOUSEWORK,GAS -- SOLID,GAS -- PURSE,C,3207.00,192,3207.00,,,,,,,,,,,,
28,subordinate,unrelated,long,86,IRON,IRON -- METAL,IRON -- DRAMA,IRON -- CLOTHES,IRON -- MISTAKE,C,1004.00,60,1004.00,1004,,,,,,,,,,,
28,subordinate,unrelated,long,99,SHOCK,SHOCK -- SURPRISE,SHOCK -- UPSTAIRS,SHOCK -- STATIC,SHOCK -- RIBBON,C,1147.00,69,1147.00,1147,,,,,,,,,,,
28,subordinate,unrelated,long,81,NET,NET -- SOCCER,NET -- EMPIRE,NET -- PROFIT,NET -- RHYTHM,C,1370.00,82,1370.00,1370,,,,,,,,,,,
28,subordinate,unrelated,long,59,NOTE,NOTE -- MEMO,NOTE -- MICE,NOTE -- MUSIC,NOTE -- DREAM,C,1402.00,84,1402.00,1402,,,,,,,,,,,
28,subordinate,unrelated,long,90,POKER,POKER -- CHIPS,POKER -- SALAD,POKER -- FIRE,POKER -- DEAR,C,1710.00,103,1710.00,1710,,,,,,,,,,,
28,subordinate,unrelated,long,41,PUPIL,PUPIL -- STUDENT,PUPIL -- OPINION,PUPIL -- EYE,PUPIL -- BAG,C,1787.00,107,1787.00,1787,,,,,,,,,,,
